Campaign,Scenario #,Battle Name,Date,Location,Countries,Scenario File,Current Description (smScenDesc)
Yugoslav Front (1941-1945),12,OPERATION RATWEEK - 3 Sep 1944,"3 Sep 1944West of Zagreb, CroatiaCO Commander Peko DapcevicThis is a Hit & Run-operation! In recent days, the USAAF bombed all enemy airfields in Zagreb east of the Sava River. Your task is the capture and destruction of the remaining enemy airfields west of the Sava River! If all airfields are unusable, Zagreb is without fighter protection and the USAAF is able to bomb important factories and railway facilities without significant losses. Act quickly and retreat in time, before the enemy can react!Find and destroy 5 of 5 enemy MSU (Factories and trains in Zagreb) with your bombers (Reinforcement) and don't lose any of your own MSU bombers! To ensure this, all enemy airfields east of the Sava River must be destroyed by your ground forces, otherwise the Luftwaffe shoot down your bombers soon!The time of hiding in the mountains is over! Now comes the time to fight the enemy in open field. The British have given us some modern heavy weapons, upgrade your Corps into a powerful full-motorized force, in order to perform your future tasks! A fighter squadron, trained and equipped by our British Allies, is also subject to your command. Congratulations!Recommended Core:2 x Stuart V6 x Guards, Trucks2 x MG-Infantry, Trucks2 x AEC III3 x 105mm 105/28, Trucks1 x Spitfire VTHE STORYSimply refereed to by Partisan Supreme Headquarters as Destruction of communications on Yugoslav front from 1 to 7 September 1944, operation Ratweek was major joint effort of Allied air forces and Yugoslav partisans.Plan probably originated from ULTRA decrypts revealing planed withdrawal of German Army from Adriatic coastline and Army Group E from Greece where over 350.000 German soldiers were used for occupation and coastal defense duties. Disrupting German withdrawal schedule would have serious consequences as subsequent events showed.Agreement was made during talks between Josip Broz Tito, Winston Churchill and Henry Maitland Wilson from 6 to 14 August 1944 in Caserta and Naples. Goal was to destroy communication network (road and railway) in entire Yugoslavia simultaneously by using eight Partisan Corps (24 division and one operational group with 79 brigades, totaling 120.000 soldiers), four Partisan operational zone and units of regional staffs supported by Allied Balkan Air Force and 15th United States Army Air Force.","West of Zagreb, Croatia",Britain vs Germany vs Partisans vs Yugoslavia,bn8s12.xml,"OPERATION RATWEEK - 3 Sep 1944

West of Zagreb, Croatia
CO Commander Peko Dapcevic

This is a Hit & Run-operation! In recent days, the USAAF bombed all enemy airfields in Zagreb east of the Sava River. Your task is the capture and destruction of the remaining enemy airfields west of the Sava River! If all airfields are unusable, Zagreb is without fighter protection and the USAAF is able to bomb important factories and railway facilities without significant losses. Act quickly and retreat in time, before the enemy can react!

Find and destroy 5 of 5 enemy MSU (Factories and trains in Zagreb) with your bombers (Reinforcement) and don't lose any of your own MSU bombers! To ensure this, all enemy airfields east of the Sava River must be destroyed by your ground forces, otherwise the Luftwaffe shoot down your bombers soon!

The time of hiding in the mountains is over! Now comes the time to fight the enemy in open field. The British have given us some modern heavy weapons, upgrade your Corps into a powerful full-motorized force, in order to perform your future tasks! A fighter squadron, trained and equipped by our British Allies, is also subject to your command. Congratulations!

Recommended Core:

2 x Stuart V
6 x Guards, Trucks
2 x MG-Infantry, Trucks
2 x AEC III
3 x 105mm 105/28, Trucks
1 x Spitfire V

THE STORY

Simply refereed to by Partisan Supreme Headquarters as Destruction of communications on Yugoslav front from 1 to 7 September 1944, operation Ratweek was major joint effort of Allied air forces and Yugoslav partisans.

Plan probably originated from ULTRA decrypts revealing planed withdrawal of German Army from Adriatic coastline and Army Group E from Greece where over 350.000 German soldiers were used for occupation and coastal defense duties. Disrupting German withdrawal schedule would have serious consequences as subsequent events showed.

Agreement was made during talks between Josip Broz Tito, Winston Churchill and Henry Maitland Wilson from 6 to 14 August 1944 in Caserta and Naples. Goal was to destroy communication network (road and railway) in entire Yugoslavia simultaneously by using eight Partisan Corps (24 division and one operational group with 79 brigades, totaling 120.000 soldiers), four Partisan operational zone and units of regional staffs supported by Allied Balkan Air Force and 15th United States Army Air Force."
Yugoslav Front (1941-1945),13,BELGRADE OFFENSIVE - 12 Oct 1944,"12 Oct 1944West of Belgrade, SerbiaCO General Peko DapcevicThe time has come to liberate the Serbian capital from the fascist bondage! With the support of the victorious Red Army, it should not be difficult to drive out the Germans and their collaborators. Long live our leader Comrade Tito, long live the Communist Party!Capture all VH!A fighter-bomber squadron, trained and equipped by our British Allies, is subject to your command. Congratulations!Recommended Core:2 x Stuart V6 x Guards, Trucks2 x MG-Infantry, Trucks2 x AEC III3 x 105mm 105/28, Trucks1 x Spitfire V1 x Hurricane IVTHE STORYThe 4th Guards Mechanized Corps of the Red Army and the Yugoslav 12th Corps broke through the enemy resistance south of Belgrade on 14 October, approaching the city. The Yugoslavs advanced along the roads in the direction of Belgrade south of the Sava River, while the Red Army engaged in fighting on the northern bank outskirts. The assault on the city was delayed due to the diversion of forces for the elimination of thousands of enemy troops surrounded between Belgrade and Smederevo (to the south-east). On 20 October, Belgrade had been completely overrun by joint Soviet and Yugoslav forces.The Yugoslav 13th Corps, in cooperation with the Bulgarian 2nd Army, advanced from the south-east. They were responsible for the area of Nis and Leskovac. The forces were also responsible for cutting off the main for the evacuation of Army Group E, along the rivers of South Morava and Morava. Army Group E had, therefore, been forced to retreat through the mountains of Montenegro and Bosnia and was unable to strengthen the German forces in Hungary.The next day, elements of the 3rd Ukrainian Front stormed Kraljevo and finally cut Thessaloniki highway to Belgrade.The Soviet 10th Guards Rifle Corps of the 46th Army (2nd Ukrainian Front), together with units of the Yugoslav Partisans moving via the Danube - provided more offensive strength from the north-east against the Wehrmacht's position in Belgrade. They cleared the left bank of the Tisa and Danube (in Yugoslavia) and took the town of Pancevo.","West of Belgrade, Serbia",Britain vs Germany vs Partisans vs Soviet Union vs Yugoslavia,bn8s13.xml,"BELGRADE OFFENSIVE - 12 Oct 1944

West of Belgrade, Serbia
CO General Peko Dapcevic

The time has come to liberate the Serbian capital from the fascist bondage! With the support of the victorious Red Army, it should not be difficult to drive out the Germans and their collaborators. Long live our leader Comrade Tito, long live the Communist Party!

Capture all VH!

A fighter-bomber squadron, trained and equipped by our British Allies, is subject to your command. Congratulations!

Recommended Core:

2 x Stuart V
6 x Guards, Trucks
2 x MG-Infantry, Trucks
2 x AEC III
3 x 105mm 105/28, Trucks
1 x Spitfire V
1 x Hurricane IV

THE STORY

The 4th Guards Mechanized Corps of the Red Army and the Yugoslav 12th Corps broke through the enemy resistance south of Belgrade on 14 October, approaching the city. The Yugoslavs advanced along the roads in the direction of Belgrade south of the Sava River, while the Red Army engaged in fighting on the northern bank outskirts. The assault on the city was delayed due to the diversion of forces for the elimination of thousands of enemy troops surrounded between Belgrade and Smederevo (to the south-east). On 20 October, Belgrade had been completely overrun by joint Soviet and Yugoslav forces.

The Yugoslav 13th Corps, in cooperation with the Bulgarian 2nd Army, advanced from the south-east. They were responsible for the area of Nis and Leskovac. The forces were also responsible for cutting off the main for the evacuation of Army Group E, along the rivers of South Morava and Morava. Army Group E had, therefore, been forced to retreat through the mountains of Montenegro and Bosnia and was unable to strengthen the German forces in Hungary.

The next day, elements of the 3rd Ukrainian Front stormed Kraljevo and finally cut Thessaloniki highway to Belgrade.

The Soviet 10th Guards Rifle Corps of the 46th Army (2nd Ukrainian Front), together with units of the Yugoslav Partisans moving via the Danube - provided more offensive strength from the north-east against the Wehrmacht's position in Belgrade. They cleared the left bank of the Tisa and Danube (in Yugoslavia) and took the town of Pancevo."
Yugoslav Front (1941-1945),14,KNIN - 26 Nov 1944,"26 Nov 1944South of Knin, HerzegovinaCO Commander Pavle IlicEnemy troops in strength of two to three divisions entrenches in Knin to keep the Balkans retreat routes open. Through a quick victory in Knin, we would be able to prevent the withdrawal of considerable Wehrmacht contingents and cause a heavy defeat to the fascists!Capture all VH!Recommended Core:2 x Stuart V6 x Guards, Trucks2 x MG-Infantry, Trucks2 x AEC III3 x 105mm 105/28, Trucks1 x Spitfire V1 x Hurricane IVTHE STORYMain battle begun by frontal assault of the 26th Division backed by artillery and armor against German 891st and 892nd Regiments but failed to breach it.On 28 November Army Group E allowed 15th Mountain Corps to begun retreat from Knin to more defensible position north Knin which were to be held during the winter. Two days later Germans begun shortening their front by pulling back from Ostra Glavica, Bulajusi and Lisnik, also fresh 847th Regiment from 392nd Division arrived in area of Padene to boost German defenses in that sector.On 1 December new assault breaks Germans lines, successful morthen outflanking maneuver by 8th Brigade of the 20th Division attacks German forces in Padene area while 26th Division ties down most of Germans to the southern sector. Next day 14th Brigade of the 19th Division reaches Knin - Padene road and connects with 20th Division completing encirclement of German forces in Knin. 1st Dalmatian Brigade breaches German lines in the south advances towards Knin itself.Between 2 and 3am on 3 December, 1st and 12 Dalmatian brigade arrived into Knin across demolished brigade over Krka river and by 4am linked up with 9th Brigade of the 20th Division liberating Knin. Most of German forces were cut off in several pockets, smaller one southeast of Knin was eliminated by 26th Division capturing 1200 German soldiers. Most of 264th Division was surrounded near Stara Straza with only small group lead by division commander Alois Windisch managed to breakthrough during the night of 3/4 November. As a last act of desperation to prevent it from falling into Partisan hands Germans set fire to their ammunition and fuel depot stored in Stara Straza railway tunnel killing around 600 of their wounded which were also located inside.By 4 December most organized resistance ceased with Germans attempting to reach their lines in small groups, amongst captured was Konrad Wild, commander of the 383rd Regiment of the 373rd Division.","South of Knin, Herzegovina",Germany vs Partisans,bn8s14.xml,"KNIN - 26 Nov 1944

South of Knin, Herzegovina
CO Commander Pavle Ilic

Enemy troops in strength of two to three divisions entrenches in Knin to keep the Balkans retreat routes open. Through a quick victory in Knin, we would be able to prevent the withdrawal of considerable Wehrmacht contingents and cause a heavy defeat to the fascists!

Capture all VH!

Recommended Core:

2 x Stuart V
6 x Guards, Trucks
2 x MG-Infantry, Trucks
2 x AEC III
3 x 105mm 105/28, Trucks
1 x Spitfire V
1 x Hurricane IV

THE STORY

Main battle begun by frontal assault of the 26th Division backed by artillery and armor against German 891st and 892nd Regiments but failed to breach it.

On 28 November Army Group E allowed 15th Mountain Corps to begun retreat from Knin to more defensible position north Knin which were to be held during the winter. Two days later Germans begun shortening their front by pulling back from Ostra Glavica, Bulajusi and Lisnik, also fresh 847th Regiment from 392nd Division arrived in area of Padene to boost German defenses in that sector.

On 1 December new assault breaks Germans lines, successful morthen outflanking maneuver by 8th Brigade of the 20th Division attacks German forces in Padene area while 26th Division ties down most of Germans to the southern sector. Next day 14th Brigade of the 19th Division reaches Knin - Padene road and connects with 20th Division completing encirclement of German forces in Knin. 1st Dalmatian Brigade breaches German lines in the south advances towards Knin itself.

Between 2 and 3am on 3 December, 1st and 12 Dalmatian brigade arrived into Knin across demolished brigade over Krka river and by 4am linked up with 9th Brigade of the 20th Division liberating Knin. Most of German forces were cut off in several pockets, smaller one southeast of Knin was eliminated by 26th Division capturing 1200 German soldiers. Most of 264th Division was surrounded near Stara Straza with only small group lead by division commander Alois Windisch managed to breakthrough during the night of 3/4 November. As a last act of desperation to prevent it from falling into Partisan hands Germans set fire to their ammunition and fuel depot stored in Stara Straza railway tunnel killing around 600 of their wounded which were also located inside.

By 4 December most organized resistance ceased with Germans attempting to reach their lines in small groups, amongst captured was Konrad Wild, commander of the 383rd Regiment of the 373rd Division."
Yugoslav Front (1941-1945),15,LIBERATION OF MOSTAR - 6 Feb 1945,"6 Feb 1945Sibenik, CroatiaCO General Petar DrapsinYour Corps is selected for the liberation of Mostar! However, the Germans have already started to retreat inland. Advance with a task force as soon as possible on Visoko and with a second along the coast on Dubrovnik. This way we can surround and destroy the retreating Germans! The British have pledged support from sea and want to eliminate some German bases on the islands. This is your chance for revenge for the 'Battle of the Neretva River' in winter '43!Capture all VH and prevent the escape of more then three enemy units via Exit Point!The Soviet Union supported our fight for liberation extensive with weapons and ammunition. You are now able to provide you Corps with the most modern equipment!Recommended Core:1 x T-34/851 x Stuart V6 x Guards, Trucks1 x SU-851 x MG-Infantry, Trucks2 x AEC III1 x 152mm D-1, Trucks2 x 105mm 105/28, Trucks1 x Spitfire V1 x Hurricane IVTHE STORYThe Mostar Operation was a series of Yugoslav Partisan military operations in Herzegovina from February 6-15, 1945.Mostar guarded left flank for troops of German South-East Command and Army Group E retreating from Serbia and Montenegro through Sarajevo North along Bosna river to Slavonski Brod.Most of central Herzegovina was part of the District of Hum in the Independent State of Croatia. Mostar was also home to an air field of the Air Force of the Independent State of Croatia.Partisans took Siroki Brijeg on February 6 and Mostar without resistance on February 14.","Sibenik, Croatia",Britain vs Germany vs Partisans vs Soviet Union vs Yugoslavia,bn8s15.xml,"LIBERATION OF MOSTAR - 6 Feb 1945

Sibenik, Croatia
CO General Petar Drapsin

Your Corps is selected for the liberation of Mostar! However, the Germans have already started to retreat inland. Advance with a task force as soon as possible on Visoko and with a second along the coast on Dubrovnik. This way we can surround and destroy the retreating Germans! The British have pledged support from sea and want to eliminate some German bases on the islands. This is your chance for revenge for the 'Battle of the Neretva River' in winter '43!

Capture all VH and prevent the escape of more then three enemy units via Exit Point!

The Soviet Union supported our fight for liberation extensive with weapons and ammunition. You are now able to provide you Corps with the most modern equipment!

Recommended Core:

1 x T-34/85
1 x Stuart V
6 x Guards, Trucks
1 x SU-85
1 x MG-Infantry, Trucks
2 x AEC III
1 x 152mm D-1, Trucks
2 x 105mm 105/28, Trucks
1 x Spitfire V
1 x Hurricane IV

THE STORY

The Mostar Operation was a series of Yugoslav Partisan military operations in Herzegovina from February 6-15, 1945.

Mostar guarded left flank for troops of German South-East Command and Army Group E retreating from Serbia and Montenegro through Sarajevo North along Bosna river to Slavonski Brod.

Most of central Herzegovina was part of the District of Hum in the Independent State of Croatia. Mostar was also home to an air field of the Air Force of the Independent State of Croatia.

Partisans took Siroki Brijeg on February 6 and Mostar without resistance on February 14."
Yugoslav Front (1941-1945),16,BATTLE OF SARAJEVO - 1 Apr 1945,"1 Apr 1945Vicinity of Sarajevo, BosniaCO Commander Kosta NadThe encirclement and destruction of the German-Croat forces in the area of Sarajevo is our next planned step. For this we need the motorized and armored units of your Elite-Corps. Advance in the rear of the enemy quickly at Podlugovi and cut the Germans off! The rest should like a walk in the park.Capture all VH and prevent the escape of more then three enemy units via Exit Point!Recommended Core:1 x T-34/851 x Stuart V6 x Guards, Trucks2 x SU-852 x AEC III3 x 152mm D-1, Trucks1 x Spitfire V1 x Hurricane IVTHE STORYSurrounding actions of Yugoslav army from 28 March to 10 April 1945 for purpose of liberating Sarajevo and its wider area. Under command of Operative HQ for liberation of Sarajevo were 2nd, 3rd and 5th Corps of Yugoslav army, 11th and 13th Krajina and 18th Central Bosnian Brigade, Artillery Brigade and Tank Company. Sarajevo and surrounding areas was defended by strong German and NDH forces under command of German 21st Mountain Corps.German defense plan of 22 February named Sarajevo as fortified city which could only be abandoned on permission from Adolf Hitler. This plan was stolen by Sarajevo operatives lead by Vladimir Peric Valter what caused mass arrests including 25 German and 150 NDH soldiers and suicide of LtColonel Vedel, German chief of staff, who kept it in a locked vault. By 20 March failure of German offensive in Hungary and opening offensive of Yugoslav 4th Army in Lika made holding Sarajevo pointless and retreat was ordered with 3000 wounded German soldiers from Sarajevo hospital going first.Interception of Yugoslav wireless communications revealed to Germans that general attack was planed for 28 March and in order to secure their retreat routes several operations were planed and carried out BERGGEIST, MAIGEWITTER and OSTERGLOCKE.After heavy fighting's Sarajevo was liberated on 6 April. During pursuit of enemy, units of JA liberated Visoko, Kakanj and 10 April Busovaca concluding Sarajevo operation.","Vicinity of Sarajevo, Bosnia",Germany vs Yugoslavia,bn8s16.xml,"BATTLE OF SARAJEVO - 1 Apr 1945

Vicinity of Sarajevo, Bosnia
CO Commander Kosta Nad

The encirclement and destruction of the German-Croat forces in the area of Sarajevo is our next planned step. For this we need the motorized and armored units of your Elite-Corps. Advance in the rear of the enemy quickly at Podlugovi and cut the Germans off! The rest should like a walk in the park.

Capture all VH and prevent the escape of more then three enemy units via Exit Point!

Recommended Core:

1 x T-34/85
1 x Stuart V
6 x Guards, Trucks
2 x SU-85
2 x AEC III
3 x 152mm D-1, Trucks
1 x Spitfire V
1 x Hurricane IV

THE STORY

Surrounding actions of Yugoslav army from 28 March to 10 April 1945 for purpose of liberating Sarajevo and its wider area. Under command of Operative HQ for liberation of Sarajevo were 2nd, 3rd and 5th Corps of Yugoslav army, 11th and 13th Krajina and 18th Central Bosnian Brigade, Artillery Brigade and Tank Company. Sarajevo and surrounding areas was defended by strong German and NDH forces under command of German 21st Mountain Corps.

German defense plan of 22 February named Sarajevo as fortified city which could only be abandoned on permission from Adolf Hitler. This plan was stolen by Sarajevo operatives lead by Vladimir Peric Valter what caused mass arrests including 25 German and 150 NDH soldiers and suicide of LtColonel Vedel, German chief of staff, who kept it in a locked vault. By 20 March failure of German offensive in Hungary and opening offensive of Yugoslav 4th Army in Lika made holding Sarajevo pointless and retreat was ordered with 3000 wounded German soldiers from Sarajevo hospital going first.

Interception of Yugoslav wireless communications revealed to Germans that general attack was planed for 28 March and in order to secure their retreat routes several operations were planed and carried out BERGGEIST, MAIGEWITTER and OSTERGLOCKE.

After heavy fighting's Sarajevo was liberated on 6 April. During pursuit of enemy, units of JA liberated Visoko, Kakanj and 10 April Busovaca concluding Sarajevo operation."
Yugoslav Front (1941-1945),17,ADVANCE ON TRIESTE - 14 Apr 1945,"14 Apr 1945Vicinity of Drnis, CroatiaCO Commander Pavle IlicThe last chapter of the liberation of our homeland is opened. Advance with your Corps to Trieste, liberate the city and link up with the from Italy coming Allied troops!Capture all VH!Recommended Core:1 x T-34/851 x Stuart V6 x Guards, Trucks2 x SU-852 x AEC III3 x 152mm D-1, Trucks1 x Spitfire V1 x Hurricane IVTHE STORYFought from 16 April to 7 May 1945 between the units of the 4th Yugoslav Army and the German 97th Army Corps in wider area of mountains Sneznik-Rijeka-Ilirska Bistrica. As part of the Yugoslav Army (JA) closing operations, from 14 April 4th Army advance from the line Crikvenica-Lic-Fuzine-Delnice in direction of Rijeka (Fiume) and Trst (Trieste) and in heavy fighting's which lasted 22 days liberated Crikvenica, Kraljevica, Bakar, Opatija, Labin, Buzet, Rijeka (Fiume), Pula (Pola), Pazin, Umag, Ilirska Bistrica, islands of Cres, Losinj and Krk. Finally was liberated Croatian coast and Istra. The German 97th Corps was surrounded in area of Ilirska Bistrica where it capitulated on 7 May. 16,000 solider and officers including three generals have been taken prisoners together with entire corps equipment.The area of Ilirska Bistrica-Klana-Rijeka was defended by 6 German, 4 Italian and 2 NDH battalions, regiment of SVC and parts of Chetnik Dinara Division, in the area of Postojna-Milje(Muggia)-Trieste-Monfalcone-St.Peter (Pivka) was German 188th Mountain Division with some German and Italian garrisons, two regiments of SVC and around 150 coastal and anti-aircraft guns.","Vicinity of Drnis, Croatia",Germany vs Italy vs Yugoslavia,bn8s17.xml,"ADVANCE ON TRIESTE - 14 Apr 1945

Vicinity of Drnis, Croatia
CO Commander Pavle Ilic

The last chapter of the liberation of our homeland is opened. Advance with your Corps to Trieste, liberate the city and link up with the from Italy coming Allied troops!

Capture all VH!

Recommended Core:

1 x T-34/85
1 x Stuart V
6 x Guards, Trucks
2 x SU-85
2 x AEC III
3 x 152mm D-1, Trucks
1 x Spitfire V
1 x Hurricane IV

THE STORY

Fought from 16 April to 7 May 1945 between the units of the 4th Yugoslav Army and the German 97th Army Corps in wider area of mountains Sneznik-Rijeka-Ilirska Bistrica. As part of the Yugoslav Army (JA) closing operations, from 14 April 4th Army advance from the line Crikvenica-Lic-Fuzine-Delnice in direction of Rijeka (Fiume) and Trst (Trieste) and in heavy fighting's which lasted 22 days liberated Crikvenica, Kraljevica, Bakar, Opatija, Labin, Buzet, Rijeka (Fiume), Pula (Pola), Pazin, Umag, Ilirska Bistrica, islands of Cres, Losinj and Krk. Finally was liberated Croatian coast and Istra. The German 97th Corps was surrounded in area of Ilirska Bistrica where it capitulated on 7 May. 16,000 solider and officers including three generals have been taken prisoners together with entire corps equipment.

The area of Ilirska Bistrica-Klana-Rijeka was defended by 6 German, 4 Italian and 2 NDH battalions, regiment of SVC and parts of Chetnik Dinara Division, in the area of Postojna-Milje(Muggia)-Trieste-Monfalcone-St.Peter (Pivka) was German 188th Mountain Division with some German and Italian garrisons, two regiments of SVC and around 150 coastal and anti-aircraft guns."
Yugoslav Front (1941-1945),18,BATTLE OF POLJANA - 14 May 1945,"14 May 1945Poljana Region, SloveniaCO General Kosta NadMarauding Axis troops, not willing to surrender to us and want to go to British occupied Austria, move toward your positions. Prevent that these units reach the Austrian border. Show no mercy, if they do not want to give up!Find and destroy 58 of 62 enemy units. So make sure that no more than 4 enemy units reach one of the Exit Points!Recommended Core:1 x T-34/851 x Stuart V6 x Guards, Trucks2 x SU-852 x AEC III3 x 152mm D-1, Trucks1 x Spitfire V1 x Hurricane IVTHE STORYJust before 9 am on May 14, a significant force of mostly NDH units with some Montenegrin People's Army and Slovenian Home Guard troops approached Partisan positions at the Surnik farm near Poljana demanding free passage west. This was refused, and firing commenced on both sides. NDH attacks, including artillery fire support, intensified in the afternoon, evening and overnight, finally ceasing on the morning of 15 May with the arrival of around 20 British tanks. Tense negotiations followed, during which British officers made it abundantly clear that they would not offer protection to the collaborators and that unconditional surrender to the Partisans was the only option. White flags of surrender were finally raised around 4 pm on 15 May.The surrender of this last area of Axis resistance 8 days after the official end of World War II in Europe, the surrender of the Germans on Monday 7 May 1945, was the last major battle of World War II in Europe.","Poljana Region, Slovenia",Britain vs Germany vs Partisans vs Russia,bn8s18.xml,"BATTLE OF POLJANA - 14 May 1945

Poljana Region, Slovenia
CO General Kosta Nad

Marauding Axis troops, not willing to surrender to us and want to go to British occupied Austria, move toward your positions. Prevent that these units reach the Austrian border. Show no mercy, if they do not want to give up!

Find and destroy 58 of 62 enemy units. So make sure that no more than 4 enemy units reach one of the Exit Points!

Recommended Core:

1 x T-34/85
1 x Stuart V
6 x Guards, Trucks
2 x SU-85
2 x AEC III
3 x 152mm D-1, Trucks
1 x Spitfire V
1 x Hurricane IV

THE STORY

Just before 9 am on May 14, a significant force of mostly NDH units with some Montenegrin People's Army and Slovenian Home Guard troops approached Partisan positions at the Surnik farm near Poljana demanding free passage west. This was refused, and firing commenced on both sides. NDH attacks, including artillery fire support, intensified in the afternoon, evening and overnight, finally ceasing on the morning of 15 May with the arrival of around 20 British tanks. Tense negotiations followed, during which British officers made it abundantly clear that they would not offer protection to the collaborators and that unconditional surrender to the Partisans was the only option. White flags of surrender were finally raised around 4 pm on 15 May.

The surrender of this last area of Axis resistance 8 days after the official end of World War II in Europe, the surrender of the Germans on Monday 7 May 1945, was the last major battle of World War II in Europe."
Red Army Campaign (1936-1945),0,BATTLE OF SESENA - 29 OCT 1936,"29 OCT 1936South of Madrid, SpainComrade, here is your order - Move west with your armored forces and occupy the towns of Esquivias and Illescas! Support this move with your air force. Your infantry occupied Sesena and defend the town against enemy attacks. Good luck!ORDERSAfter 8 turns control 3/2/1 VH for a BV/V/TV.","South of Madrid, Spain",,bn9s00.xml,"BATTLE OF SESENA - 29 OCT 1936

South of Madrid, Spain

Comrade, here is your order - Move west with your armored forces and occupy the towns of Esquivias and Illescas! Support this move with your air force. Your infantry occupied Sesena and defend the town against enemy attacks. Good luck!

ORDERS
After 8 turns control 3/2/1 VH for a BV/V/TV."
Red Army Campaign (1936-1945),1,BATTLE OF LAKE KHASAN - 2 AUG 1938,"2 AUG 1938Lake Khasan, Far East of Soviet UnionThe sneaky Japanese attacked and beaten our border troops on the Bezymyannaya and Zaozyornaya hills. Attack the Japanese with superior power and recapture the territories we deserve!ORDERSAfter 9 turns control 7/6/5 VH for a BV/V/TV.CORE (recommended)2x Tank (+1)2x Infantry (+2)1x Reconnaissance1x Artillery (+1)","Lake Khasan, Far East of Soviet Union",Japan vs Soviet Union,bn9s01.xml,"BATTLE OF LAKE KHASAN - 2 AUG 1938

Lake Khasan, Far East of Soviet Union

The sneaky Japanese attacked and beaten our border troops on the Bezymyannaya and Zaozyornaya hills. Attack the Japanese with superior power and recapture the territories we deserve!

ORDERS
After 9 turns control 7/6/5 VH for a BV/V/TV.

CORE (recommended)
2x Tank (+1)
2x Infantry (+2)
1x Reconnaissance
1x Artillery (+1)"
Red Army Campaign (1936-1945),2,KHALKHIN GOL - 3 JUL 1939,"3 JUL 1939Khalkhin Gol River, Mongolian People's RepublicThe Japanese crossed the Khalkhin Gol river in the north, occupied the Baintsagan hills and tried to surround our troops with a two-pronged assault. Carry out a vigorous counterattack, thwart the enemy intentions and occupy the Japanese positions west and east of the river!ORDERSCapture all VH!CORE (recommended)2x Tank3x Infantry (+1)1x Reconnaissance1x Artillery1x Fighter Aircraft (+1)","Khalkhin Gol River, Mongolian People's Republic",Japan,bn9s02.xml,"KHALKHIN GOL - 3 JUL 1939

Khalkhin Gol River, Mongolian People's Republic

The Japanese crossed the Khalkhin Gol river in the north, occupied the Baintsagan hills and tried to surround our troops with a two-pronged assault. Carry out a vigorous counterattack, thwart the enemy intentions and occupy the Japanese positions west and east of the river!

ORDERS
Capture all VH!

CORE (recommended)
2x Tank
3x Infantry (+1)
1x Reconnaissance
1x Artillery
1x Fighter Aircraft (+1)"
Red Army Campaign (1936-1945),3,BATTLE OF GRODNO - 20 SEP 1939,"20 SEP 1939Southeast of Grodno, East PolandMove your units across the city of Grodno to the Lithuanian border. Occupy the city and vicinity and break any resistance!ORDERSa. Capture all VH!b. Prevent that more than 2 enemy ground units cross the Polish-Lithuanian border (Exit Points).CORE (recommended)2x Tank4x Infantry (+1)2x Reconnaissance (+1)2x Artillery (+1)1x Fighter Aircraft1x Tactical Bomber (+1)","Southeast of Grodno, East Poland",Poland,bn9s03.xml,"BATTLE OF GRODNO - 20 SEP 1939

Southeast of Grodno, East Poland

Move your units across the city of Grodno to the Lithuanian border. Occupy the city and vicinity and break any resistance!

ORDERS
a. Capture all VH!
b. Prevent that more than 2 enemy ground units cross the Polish-Lithuanian border (Exit Points).

CORE (recommended)
2x Tank
4x Infantry (+1)
2x Reconnaissance (+1)
2x Artillery (+1)
1x Fighter Aircraft
1x Tactical Bomber (+1)"
Red Army Campaign (1936-1945),4,RAATE ROAD - 2 JAN 1940,"2 JAN 1940Raate-Suomussalmi Road, Eastern FinlandOur comrades from the 163rd division in Suomussalmi are cut off and need help. Break through the enemy encirclement and restore the supply route!ORDERSa. Reach the Exit Point (Road to Suomussalmi) with at least 5 of your ground units.b. Prevent that the enemy destroy more than 4 of your units.NOTESa. The Finns will try to surprise you. Be aware!b. Attention - winter conditions! If possible, equip your troops with tracked movement. Check if you can switch between wheeled and tracked movement for free.CORE (recommended)2x Tank4x Infantry2x Reconnaissance2x Artillery2x Fighter Aircraft (+1)1x Tactical Bomber","Raate-Suomussalmi Road, Eastern Finland",,bn9s04.xml,"RAATE ROAD - 2 JAN 1940

Raate-Suomussalmi Road, Eastern Finland

Our comrades from the 163rd division in Suomussalmi are cut off and need help. Break through the enemy encirclement and restore the supply route!

ORDERS
a. Reach the Exit Point (Road to Suomussalmi) with at least 5 of your ground units.
b. Prevent that the enemy destroy more than 4 of your units.

NOTES
a. The Finns will try to surprise you. Be aware!
b. Attention - winter conditions! If possible, equip your troops with tracked movement. Check if you can switch between wheeled and tracked movement for free.

CORE (recommended)
2x Tank
4x Infantry
2x Reconnaissance
2x Artillery
2x Fighter Aircraft (+1)
1x Tactical Bomber"
